lead_id,account_id,lead_source,campaign,channel,created_at,lifecycle_stage,company_size,segment
LEAD_002458,ACC_00152,Paid Search,Search - Competitor,Paid Search,2025-12-05,Lead,1000+,Enterprise
LEAD_002459,ACC_00117,Paid Social,LinkedIn ABM,Paid Social,2025-02-27,MQL,100-999,Mid-Market
LEAD_002460,ACC_00026,Paid Search,Search - Brand,Paid Search,2025-03-09,Lead,1-99,SMB
LEAD_002461,ACC_00354,Partner,Cloud Partner,Partner,2024-05-08,MQL,100-999,Mid-Market
LEAD_002462,ACC_00908,Events,Webinar,Events,2024-01-06,MQL,1-99,SMB
LEAD_002463,ACC_01037,Partner,Reseller,Partner,2024-06-02,MQL,1-99,SMB
LEAD_002464,ACC_00273,Paid Search,Search - Brand,Paid Search,2024-01-19,Lead,1-99,SMB
LEAD_002465,ACC_00509,Organic,SEO,Organic,2024-11-26,SQL,100-999,Mid-Market
LEAD_002466,ACC_00999,Organic,Content Hub,Organic,2025-10-06,MQL,1000+,Enterprise
LEAD_002467,ACC_00849,Partner,Reseller,Partner,2024-11-22,Lead,1-99,SMB
LEAD_002468,ACC_01086,Outbound,SDR Outbound,Outbound,2025-04-16,Lead,100-999,Mid-Market
LEAD_002469,ACC_00505,Organic,Content Hub,Organic,2025-09-17,Lead,100-999,Mid-Market
LEAD_002470,ACC_00203,Organic,Content Hub,Organic,2025-07-11,Converted,100-999,Mid-Market
LEAD_002471,ACC_00172,Paid Search,Search - Nonbrand,Paid Search,2025-04-20,Lead,100-999,Mid-Market
LEAD_002472,ACC_00851,Paid Search,Search - Nonbrand,Paid Search,2025-07-27,Lead,1-99,SMB
LEAD_002473,ACC_00032,Referral,Customer Referral,Referral,2024-07-24,Lead,1000+,Enterprise
LEAD_002474,ACC_00553,Organic,Content Hub,Organic,2024-11-03,Lead,1-99,SMB
LEAD_002475,ACC_00424,Organic,Product Blog,Organic,2024-10-18,Lead,1-99,SMB
LEAD_002476,ACC_01103,Paid Search,Search - Nonbrand,Paid Search,2025-08-06,SQL,100-999,Mid-Market
LEAD_002477,ACC_01198,Organic,Product Blog,Organic,2024-10-25,MQL,100-999,Mid-Market
LEAD_002478,ACC_00582,Organic,SEO,Organic,2025-11-16,SQL,100-999,Mid-Market
LEAD_002479,ACC_00697,Paid Social,LinkedIn ABM,Paid Social,2024-05-16,Lead,100-999,Mid-Market
LEAD_002480,ACC_00455,Paid Search,Search - Competitor,Paid Search,2024-05-05,MQL,1-99,SMB
LEAD_002481,ACC_00933,Organic,SEO,Organic,2025-06-07,SQL,1-99,SMB
LEAD_002482,ACC_00354,Partner,Reseller,Partner,2025-07-12,MQL,100-999,Mid-Market
LEAD_002483,ACC_00894,Paid Social,LinkedIn Demand Gen,Paid Social,2025-05-11,SQL,1-99,SMB
LEAD_002484,ACC_01085,Organic,SEO,Organic,2024-08-12,MQL,1000+,Enterprise
LEAD_002485,ACC_00207,Events,Webinar,Events,2024-01-07,MQL,1-99,SMB
LEAD_002486,ACC_00272,Paid Search,Search - Competitor,Paid Search,2024-08-23,MQL,1-99,SMB
LEAD_002487,ACC_00454,Referral,Employee Referral,Referral,2024-12-07,Lead,1-99,SMB
LEAD_002488,ACC_00994,Referral,Customer Referral,Referral,2024-10-28,SQL,1-99,SMB
LEAD_002489,ACC_00770,Paid Social,Paid Social Retargeting,Paid Social,2025-11-05,Lead,100-999,Mid-Market
LEAD_002490,ACC_00234,Paid Search,Search - Nonbrand,Paid Search,2025-09-23,Lead,100-999,Mid-Market
LEAD_002491,ACC_00442,Events,Webinar,Events,2025-07-20,SQL,1-99,SMB
LEAD_002492,ACC_00773,Paid Search,Search - Competitor,Paid Search,2024-01-17,MQL,100-999,Mid-Market
LEAD_002493,ACC_01158,Organic,SEO,Organic,2024-04-03,SQL,1-99,SMB
LEAD_002494,ACC_00542,Partner,Cloud Partner,Partner,2024-11-13,Converted,100-999,Mid-Market
LEAD_002495,ACC_00090,Paid Social,LinkedIn ABM,Paid Social,2025-03-30,Lead,100-999,Mid-Market
LEAD_002496,ACC_00126,Events,Webinar,Events,2025-05-12,MQL,100-999,Mid-Market
LEAD_002497,ACC_00035,Outbound,SDR Outbound,Outbound,2024-08-04,Converted,1-99,SMB
LEAD_002498,ACC_00152,Events,Webinar,Events,2024-03-21,Lead,1000+,Enterprise
LEAD_002499,ACC_00496,Outbound,Named Account Outreach,Outbound,2024-08-27,MQL,100-999,Mid-Market
LEAD_002500,ACC_00338,Partner,Reseller,Partner,2025-08-02,Converted,100-999,Mid-Market
LEAD_002501,ACC_00362,Paid Social,Paid Social Retargeting,Paid Social,2025-12-22,Lead,1-99,SMB
LEAD_002502,ACC_00920,Referral,Employee Referral,Referral,2025-11-19,Converted,100-999,Mid-Market
LEAD_002503,ACC_00573,Referral,Customer Referral,Referral,2025-03-09,MQL,100-999,Mid-Market
LEAD_002504,ACC_00875,Events,Industry Conference,Events,2024-03-07,Converted,100-999,Mid-Market
LEAD_002505,ACC_00651,Outbound,SDR Outbound,Outbound,2025-12-08,MQL,1-99,SMB
LEAD_002506,ACC_00247,Partner,Technology Partner,Partner,2024-04-21,MQL,100-999,Mid-Market
LEAD_002507,ACC_01138,Paid Search,Search - Nonbrand,Paid Search,2024-07-15,SQL,1-99,SMB
LEAD_002508,ACC_00572,Events,Executive Roundtable,Events,2025-12-13,Lead,1000+,Enterprise
LEAD_002509,ACC_01004,Organic,Product Blog,Organic,2025-01-03,MQL,1-99,SMB
LEAD_002510,ACC_00117,Paid Search,Search - Nonbrand,Paid Search,2024-05-24,Converted,100-999,Mid-Market
LEAD_002511,ACC_01020,Paid Social,LinkedIn ABM,Paid Social,2025-01-02,Converted,1-99,SMB
LEAD_002512,ACC_00860,Partner,Technology Partner,Partner,2024-02-27,Converted,100-999,Mid-Market
LEAD_002513,ACC_00300,Partner,Cloud Partner,Partner,2024-08-18,MQL,100-999,Mid-Market
LEAD_002514,ACC_00952,Organic,SEO,Organic,2025-11-27,MQL,1-99,SMB
LEAD_002515,ACC_00892,Organic,Product Blog,Organic,2024-08-06,MQL,1000+,Enterprise
LEAD_002516,ACC_01073,Paid Search,Search - Competitor,Paid Search,2025-10-14,MQL,1-99,SMB
LEAD_002517,ACC_00252,Paid Search,Search - Brand,Paid Search,2025-01-31,SQL,1000+,Enterprise
LEAD_002518,ACC_01063,Organic,Product Blog,Organic,2025-04-24,Lead,1-99,SMB
LEAD_002519,ACC_00915,Outbound,SDR Outbound,Outbound,2025-05-28,MQL,1000+,Enterprise
LEAD_002520,ACC_00406,Paid Search,Search - Brand,Paid Search,2025-02-07,MQL,1000+,Enterprise
LEAD_002521,ACC_00421,Paid Search,Search - Nonbrand,Paid Search,2024-01-26,Lead,100-999,Mid-Market
LEAD_002522,ACC_00306,Paid Search,Search - Competitor,Paid Search,2025-11-02,Lead,1-99,SMB
LEAD_002523,ACC_00573,Paid Social,LinkedIn Demand Gen,Paid Social,2024-12-13,Lead,100-999,Mid-Market
LEAD_002524,ACC_01076,Events,Industry Conference,Events,2025-04-24,SQL,1-99,SMB
LEAD_002525,ACC_01006,Organic,Product Blog,Organic,2025-02-08,Converted,1-99,SMB
LEAD_002526,ACC_00176,Paid Search,Search - Brand,Paid Search,2025-04-26,MQL,1-99,SMB
LEAD_002527,ACC_00158,Outbound,Named Account Outreach,Outbound,2024-09-16,Converted,100-999,Mid-Market
LEAD_002528,ACC_00072,Organic,SEO,Organic,2025-09-08,SQL,1-99,SMB
LEAD_002529,ACC_00737,Events,Executive Roundtable,Events,2024-06-12,Lead,1-99,SMB
LEAD_002530,ACC_00378,Referral,Employee Referral,Referral,2025-04-22,Lead,1-99,SMB
LEAD_002531,ACC_00914,Partner,Cloud Partner,Partner,2025-02-26,Lead,1000+,Enterprise
LEAD_002532,ACC_00913,Referral,Employee Referral,Referral,2025-01-03,MQL,1000+,Enterprise
LEAD_002533,ACC_00238,Paid Social,LinkedIn ABM,Paid Social,2024-01-17,MQL,100-999,Mid-Market
LEAD_002534,ACC_00834,Paid Social,Paid Social Retargeting,Paid Social,2024-10-11,Lead,100-999,Mid-Market
LEAD_002535,ACC_00918,Organic,Content Hub,Organic,2024-02-04,Converted,1-99,SMB
LEAD_002536,ACC_01185,Organic,Content Hub,Organic,2025-01-02,MQL,1-99,SMB
LEAD_002537,ACC_00868,Paid Search,Search - Competitor,Paid Search,2025-05-17,Lead,100-999,Mid-Market
LEAD_002538,ACC_00432,Paid Social,LinkedIn ABM,Paid Social,2025-01-16,Converted,100-999,Mid-Market
LEAD_002539,ACC_01200,Paid Social,Paid Social Retargeting,Paid Social,2025-07-07,Converted,100-999,Mid-Market
LEAD_002540,ACC_00332,Organic,Content Hub,Organic,2024-09-20,SQL,1-99,SMB
LEAD_002541,ACC_00967,Partner,Technology Partner,Partner,2024-08-11,Converted,1000+,Enterprise
LEAD_002542,ACC_00454,Organic,Content Hub,Organic,2024-11-23,Converted,1-99,SMB
LEAD_002543,ACC_01123,Paid Search,Search - Competitor,Paid Search,2024-06-16,MQL,1000+,Enterprise
LEAD_002544,ACC_00939,Organic,SEO,Organic,2025-08-09,SQL,1000+,Enterprise
LEAD_002545,ACC_00720,Outbound,Named Account Outreach,Outbound,2025-08-14,Lead,1000+,Enterprise
LEAD_002546,ACC_00258,Paid Social,LinkedIn Demand Gen,Paid Social,2024-10-31,MQL,1-99,SMB
LEAD_002547,ACC_00227,Outbound,SDR Outbound,Outbound,2025-08-02,MQL,1-99,SMB
LEAD_002548,ACC_01138,Organic,Product Blog,Organic,2024-01-19,Lead,1-99,SMB
LEAD_002549,ACC_00963,Paid Social,LinkedIn ABM,Paid Social,2024-04-23,Lead,1-99,SMB
LEAD_002550,ACC_00616,Referral,Customer Referral,Referral,2024-07-25,Lead,100-999,Mid-Market
LEAD_002551,ACC_01053,Organic,SEO,Organic,2024-10-10,Lead,1-99,SMB
LEAD_002552,ACC_00940,Paid Social,LinkedIn Demand Gen,Paid Social,2024-06-18,Lead,1-99,SMB
LEAD_002553,ACC_00466,Organic,Content Hub,Organic,2025-01-09,Lead,100-999,Mid-Market
LEAD_002554,ACC_00993,Organic,Product Blog,Organic,2025-08-03,SQL,100-999,Mid-Market
LEAD_002555,ACC_00956,Paid Social,LinkedIn ABM,Paid Social,2024-11-29,SQL,1000+,Enterprise
LEAD_002556,ACC_00575,Organic,Product Blog,Organic,2024-11-24,SQL,1000+,Enterprise
LEAD_002557,ACC_00024,Paid Social,LinkedIn ABM,Paid Social,2024-02-13,Lead,1000+,Enterprise
LEAD_002558,ACC_00890,Referral,Customer Referral,Referral,2024-07-23,SQL,100-999,Mid-Market
LEAD_002559,ACC_00408,Organic,Content Hub,Organic,2025-08-13,Lead,1000+,Enterprise
LEAD_002560,ACC_00438,Organic,SEO,Organic,2025-08-15,Lead,100-999,Mid-Market
LEAD_002561,ACC_00857,Events,Webinar,Events,2024-03-17,MQL,100-999,Mid-Market
LEAD_002562,ACC_00974,Paid Social,LinkedIn Demand Gen,Paid Social,2024-01-15,Converted,1000+,Enterprise
LEAD_002563,ACC_00106,Referral,Customer Referral,Referral,2025-08-30,Converted,100-999,Mid-Market
LEAD_002564,ACC_00989,Paid Search,Search - Brand,Paid Search,2024-05-07,SQL,1-99,SMB
LEAD_002565,ACC_00352,Partner,Technology Partner,Partner,2025-02-23,SQL,1-99,SMB
LEAD_002566,ACC_00680,Referral,Employee Referral,Referral,2025-08-27,MQL,1-99,SMB
LEAD_002567,ACC_01043,Organic,Content Hub,Organic,2025-07-29,MQL,100-999,Mid-Market
LEAD_002568,,Events,Webinar,Events,2025-02-06,Lead,1000+,Enterprise
LEAD_002569,ACC_00266,Partner,Reseller,Partner,2024-10-02,Lead,1-99,SMB
LEAD_002570,ACC_01165,Events,Webinar,Events,2025-07-19,Converted,1-99,SMB
LEAD_002571,ACC_00448,Organic,Content Hub,Organic,2025-05-22,Converted,100-999,Mid-Market
LEAD_002572,ACC_01137,Paid Social,LinkedIn ABM,Paid Social,2025-09-04,Lead,1-99,SMB
LEAD_002573,ACC_00429,Organic,Product Blog,Organic,2025-01-10,Lead,1-99,SMB
LEAD_002574,ACC_00744,Referral,Customer Referral,Referral,2025-11-19,Lead,1-99,SMB
LEAD_002575,ACC_00613,Organic,Product Blog,Organic,2025-07-16,MQL,1000+,Enterprise
LEAD_002576,ACC_01181,Organic,Content Hub,Organic,2024-02-16,Lead,100-999,Mid-Market
LEAD_002577,ACC_00661,Referral,Customer Referral,Referral,2024-08-02,MQL,1-99,SMB
LEAD_002578,ACC_00604,Paid Search,Search - Brand,Paid Search,2025-08-07,Lead,100-999,Mid-Market
LEAD_002579,ACC_00560,Partner,Technology Partner,Partner,2024-03-25,Lead,100-999,Mid-Market
LEAD_002580,ACC_00451,Paid Search,Search - Nonbrand,Paid Search,2025-06-02,Lead,1-99,SMB
LEAD_002581,ACC_00529,Partner,Technology Partner,Partner,2024-09-05,SQL,100-999,Mid-Market
LEAD_002582,ACC_00553,Organic,SEO,Organic,2024-05-31,Lead,1-99,SMB
LEAD_002583,ACC_00917,Paid Social,Paid Social Retargeting,Paid Social,2025-01-29,MQL,1-99,SMB
LEAD_002584,ACC_00056,Paid Social,LinkedIn ABM,Paid Social,2025-11-12,MQL,100-999,Mid-Market
LEAD_002585,ACC_00602,Paid Search,Search - Brand,Paid Search,2025-10-18,SQL,100-999,Mid-Market
LEAD_002586,ACC_00659,Paid Search,Search - Brand,Paid Search,2024-10-22,Lead,100-999,Mid-Market
LEAD_002587,ACC_00904,Organic,Content Hub,Organic,2024-01-03,SQL,100-999,Mid-Market
LEAD_002588,ACC_00800,Outbound,Named Account Outreach,Outbound,2025-10-10,Lead,100-999,Mid-Market
LEAD_002589,ACC_00519,Organic,Product Blog,Organic,2025-10-17,MQL,1-99,SMB
LEAD_002590,ACC_00132,Paid Search,Search - Competitor,Paid Search,2025-03-18,MQL,1000+,Enterprise
LEAD_002591,ACC_00447,Paid Search,Search - Competitor,Paid Search,2025-04-04,Converted,1000+,Enterprise
LEAD_002592,ACC_00307,Paid Social,LinkedIn Demand Gen,Paid Social,2025-01-20,Converted,1-99,SMB
LEAD_002593,ACC_00245,Outbound,Named Account Outreach,Outbound,2024-01-10,SQL,100-999,Mid-Market
LEAD_002594,ACC_00866,Paid Social,LinkedIn ABM,Paid Social,2024-04-26,Converted,1000+,Enterprise
LEAD_002595,ACC_00574,Events,Industry Conference,Events,2024-04-14,Lead,100-999,Mid-Market
LEAD_002596,ACC_00953,Outbound,Named Account Outreach,Outbound,2025-10-30,MQL,1-99,SMB
LEAD_002597,ACC_00167,Events,Webinar,Events,2024-02-06,Lead,1000+,Enterprise
LEAD_002598,ACC_01184,Outbound,SDR Outbound,Outbound,2025-02-10,Lead,1-99,SMB
LEAD_002599,ACC_00569,Organic,Content Hub,Organic,2024-09-22,MQL,1-99,SMB
LEAD_002600,ACC_00304,Referral,Customer Referral,Referral,2024-01-05,SQL,100-999,Mid-Market
LEAD_002601,ACC_00436,Outbound,SDR Outbound,Outbound,2025-11-02,SQL,1-99,SMB
LEAD_002602,ACC_01010,Partner,Cloud Partner,Partner,2024-01-14,SQL,1-99,SMB
LEAD_002603,ACC_00852,Organic,Product Blog,Organic,2025-09-17,MQL,1-99,SMB
LEAD_002604,ACC_00207,Organic,Content Hub,Organic,2025-07-22,Converted,1-99,SMB
LEAD_002605,ACC_01189,Partner,Technology Partner,Partner,2025-08-03,SQL,1-99,SMB
LEAD_002606,ACC_00158,Paid Social,LinkedIn ABM,Paid Social,2024-04-28,SQL,100-999,Mid-Market
LEAD_002607,ACC_00331,Outbound,SDR Outbound,Outbound,2025-10-06,Lead,100-999,Mid-Market
LEAD_002608,ACC_00876,Paid Search,Search - Brand,Paid Search,2025-03-13,MQL,1000+,Enterprise
LEAD_002609,ACC_00636,Paid Social,LinkedIn ABM,Paid Social,2024-10-20,SQL,1-99,SMB
LEAD_002610,ACC_00536,Organic,SEO,Organic,2025-05-12,Converted,1-99,SMB
LEAD_002611,ACC_01112,Organic,Product Blog,Organic,2024-09-06,Lead,1-99,SMB
LEAD_002612,ACC_00953,Organic,SEO,Organic,2024-07-23,Lead,1-99,SMB
LEAD_002613,ACC_01155,Events,Webinar,Events,2024-07-29,Lead,100-999,Mid-Market
LEAD_002614,ACC_00340,Partner,Technology Partner,Partner,2025-02-20,MQL,1000+,Enterprise
LEAD_002615,ACC_01021,Referral,Customer Referral,Referral,2025-03-15,Converted,1000+,Enterprise
LEAD_002616,ACC_00256,Outbound,SDR Outbound,Outbound,2024-06-24,Lead,100-999,Mid-Market
LEAD_002617,ACC_00968,Outbound,SDR Outbound,Outbound,2024-06-28,Lead,1-99,SMB
LEAD_002618,ACC_00659,Paid Social,LinkedIn Demand Gen,Paid Social,2025-11-22,MQL,100-999,Mid-Market
LEAD_002619,ACC_00718,Events,Webinar,Events,2025-01-11,Lead,1-99,SMB
LEAD_002620,ACC_00139,Referral,Customer Referral,Referral,2025-09-20,Lead,100-999,Mid-Market
LEAD_002621,ACC_01056,Outbound,SDR Outbound,Outbound,2024-08-29,MQL,100-999,Mid-Market
LEAD_002622,ACC_00335,Organic,SEO,Organic,2024-07-29,MQL,1-99,SMB
LEAD_002623,ACC_00718,Partner,Cloud Partner,Partner,2024-07-25,Converted,1-99,SMB
LEAD_002624,ACC_00200,Organic,Product Blog,Organic,2025-01-21,SQL,1-99,SMB
LEAD_002625,ACC_01112,Organic,Content Hub,Organic,2025-07-23,Converted,1-99,SMB
LEAD_002626,ACC_00385,Outbound,SDR Outbound,Outbound,2024-12-31,Lead,1-99,SMB
LEAD_002627,ACC_00916,Events,Executive Roundtable,Events,2024-08-03,Converted,1000+,Enterprise
LEAD_002628,ACC_00919,Organic,Product Blog,Organic,2025-12-02,MQL,1-99,SMB
LEAD_002629,ACC_00661,Organic,Content Hub,Organic,2025-02-22,MQL,1-99,SMB
LEAD_002630,ACC_00145,Referral,Employee Referral,Referral,2024-10-15,MQL,1-99,SMB
LEAD_002631,ACC_00336,Organic,SEO,Organic,2024-01-08,Lead,100-999,Mid-Market
LEAD_002632,ACC_00735,Organic,Content Hub,Organic,2025-02-14,Lead,1-99,SMB
LEAD_002633,ACC_00644,Outbound,SDR Outbound,Outbound,2025-03-29,SQL,1-99,SMB
LEAD_002634,ACC_00702,Events,Executive Roundtable,Events,2025-11-09,SQL,1-99,SMB
LEAD_002635,ACC_00300,Paid Social,Paid Social Retargeting,Paid Social,2024-06-17,Lead,100-999,Mid-Market
LEAD_002636,ACC_00646,Paid Social,LinkedIn ABM,Paid Social,2024-04-29,MQL,1000+,Enterprise
LEAD_002637,ACC_00103,Paid Search,Search - Nonbrand,Paid Search,2025-12-31,SQL,1-99,SMB
LEAD_002638,ACC_00582,Paid Search,Search - Nonbrand,Paid Search,2025-02-06,MQL,100-999,Mid-Market
LEAD_002639,ACC_00110,Outbound,Named Account Outreach,Outbound,2024-01-20,Lead,1000+,Enterprise
LEAD_002640,ACC_00797,Events,Industry Conference,Events,2024-03-18,SQL,1-99,SMB
LEAD_002641,ACC_00681,Paid Search,Search - Competitor,Paid Search,2024-12-13,MQL,1-99,SMB
LEAD_002642,ACC_01023,Paid Search,Search - Competitor,Paid Search,2025-03-27,Converted,1000+,Enterprise
LEAD_002643,ACC_00555,Paid Search,Search - Competitor,Paid Search,2024-06-27,MQL,1-99,SMB
LEAD_002644,ACC_00195,Organic,SEO,Organic,2024-09-24,SQL,1-99,SMB
LEAD_002645,ACC_00283,Paid Search,Search - Competitor,Paid Search,2025-06-22,Lead,1-99,SMB
LEAD_002646,ACC_00977,Organic,Product Blog,Organic,2025-12-08,Converted,1-99,SMB
LEAD_002647,ACC_01150,Outbound,Named Account Outreach,Outbound,2024-12-24,Lead,1000+,Enterprise
LEAD_002648,ACC_00074,Paid Search,Search - Competitor,Paid Search,2024-10-30,SQL,1-99,SMB
LEAD_002649,ACC_00812,Outbound,Named Account Outreach,Outbound,2024-09-20,Converted,1-99,SMB
LEAD_002650,ACC_00579,Partner,Cloud Partner,Partner,2024-04-09,SQL,1000+,Enterprise
LEAD_002651,ACC_00310,Events,Webinar,Events,2024-02-08,MQL,1-99,SMB
LEAD_002652,ACC_00614,Referral,Employee Referral,Referral,2025-09-01,Lead,1000+,Enterprise
LEAD_002653,ACC_01123,Paid Search,Search - Competitor,Paid Search,2024-01-28,Lead,1000+,Enterprise
LEAD_002654,ACC_00238,Organic,Content Hub,Organic,2025-08-23,MQL,100-999,Mid-Market
LEAD_002655,ACC_01005,Outbound,Named Account Outreach,Outbound,2024-06-29,Lead,100-999,Mid-Market
LEAD_002656,ACC_00108,Organic,Content Hub,Organic,2025-05-22,Lead,1-99,SMB
LEAD_002657,ACC_00865,Paid Search,Search - Brand,Paid Search,2025-11-26,Converted,1-99,SMB
LEAD_002658,ACC_00090,Organic,Content Hub,Organic,2025-07-01,Lead,100-999,Mid-Market
LEAD_002659,ACC_00073,Referral,Employee Referral,Referral,2025-06-17,Lead,1000+,Enterprise
LEAD_002660,ACC_00045,Organic,SEO,Organic,2024-07-12,Lead,1000+,Enterprise
LEAD_002661,ACC_00966,Paid Social,Paid Social Retargeting,Paid Social,2025-03-13,MQL,100-999,Mid-Market
LEAD_002662,ACC_00689,Paid Social,LinkedIn Demand Gen,Paid Social,2025-04-14,MQL,100-999,Mid-Market
LEAD_002663,ACC_00829,Partner,Cloud Partner,Partner,2024-11-06,SQL,1000+,Enterprise
LEAD_002664,ACC_00187,Paid Search,Search - Brand,Paid Search,2024-01-28,MQL,1-99,SMB
LEAD_002665,ACC_01106,Events,Webinar,Events,2025-10-28,Lead,100-999,Mid-Market
LEAD_002666,ACC_00971,Outbound,SDR Outbound,Outbound,2024-05-23,MQL,1-99,SMB
LEAD_002667,ACC_00587,Paid Social,LinkedIn Demand Gen,Paid Social,2025-12-12,Lead,1-99,SMB
LEAD_002668,ACC_01079,Paid Search,Search - Brand,Paid Search,2025-11-12,SQL,100-999,Mid-Market
LEAD_002669,ACC_00172,Events,Executive Roundtable,Events,2024-01-14,Lead,100-999,Mid-Market
LEAD_002670,ACC_00351,Outbound,Named Account Outreach,Outbound,2025-06-24,Lead,100-999,Mid-Market
LEAD_002671,,Paid Search,Search - Nonbrand,Paid Search,2025-04-08,MQL,1-99,SMB
LEAD_002672,ACC_00198,Paid Search,Search - Competitor,Paid Search,2024-06-17,MQL,1000+,Enterprise
LEAD_002673,ACC_01010,Organic,Product Blog,Organic,2025-08-17,MQL,1-99,SMB
LEAD_002674,ACC_00492,Organic,SEO,Organic,2024-03-22,MQL,100-999,Mid-Market
LEAD_002675,ACC_00775,Organic,Content Hub,Organic,2024-06-30,Converted,1-99,SMB
LEAD_002676,ACC_01058,Organic,SEO,Organic,2025-11-24,Lead,1-99,SMB
LEAD_002677,ACC_00917,Organic,Content Hub,Organic,2025-06-27,MQL,1-99,SMB
LEAD_002678,ACC_00480,Events,Industry Conference,Events,2024-03-23,SQL,1-99,SMB
LEAD_002679,ACC_00418,Events,Webinar,Events,2024-04-15,Lead,100-999,Mid-Market
LEAD_002680,ACC_00131,Events,Executive Roundtable,Events,2024-07-06,MQL,1-99,SMB
LEAD_002681,ACC_00996,Partner,Cloud Partner,Partner,2024-02-21,SQL,1-99,SMB
LEAD_002682,ACC_01182,Partner,Reseller,Partner,2024-05-13,SQL,1-99,SMB
LEAD_002683,ACC_00601,Organic,Content Hub,Organic,2025-02-21,Converted,1-99,SMB
LEAD_002684,ACC_00600,Outbound,SDR Outbound,Outbound,2024-01-06,SQL,100-999,Mid-Market
LEAD_002685,ACC_01019,Paid Search,Search - Competitor,Paid Search,2024-07-29,Lead,1-99,SMB
LEAD_002686,ACC_00411,Paid Social,Paid Social Retargeting,Paid Social,2024-08-17,Converted,100-999,Mid-Market
LEAD_002687,ACC_00488,Referral,Customer Referral,Referral,2025-12-10,Lead,1-99,SMB
LEAD_002688,ACC_01073,Events,Industry Conference,Events,2025-12-13,MQL,1-99,SMB
LEAD_002689,ACC_00456,Paid Search,Search - Nonbrand,Paid Search,2025-09-10,SQL,1-99,SMB
LEAD_002690,ACC_01113,Outbound,Named Account Outreach,Outbound,2024-09-06,SQL,100-999,Mid-Market
LEAD_002691,ACC_00194,Organic,Product Blog,Organic,2025-01-20,Converted,1000+,Enterprise
LEAD_002692,ACC_00597,Organic,Product Blog,Organic,2025-01-03,Lead,100-999,Mid-Market
LEAD_002693,ACC_00588,Organic,Product Blog,Organic,2025-09-20,SQL,1-99,SMB
LEAD_002694,ACC_00369,Organic,SEO,Organic,2025-06-29,Lead,1-99,SMB
LEAD_002695,ACC_01156,Outbound,SDR Outbound,Outbound,2025-10-24,SQL,1-99,SMB
LEAD_002696,ACC_00580,Paid Search,Search - Brand,Paid Search,2025-02-06,MQL,1-99,SMB
LEAD_002697,ACC_01055,Organic,Product Blog,Organic,2025-11-02,Lead,1-99,SMB
LEAD_002698,ACC_00264,Referral,Customer Referral,Referral,2025-06-27,SQL,1-99,SMB
LEAD_002699,ACC_00419,Paid Social,LinkedIn Demand Gen,Paid Social,2025-06-24,MQL,1-99,SMB
LEAD_002700,ACC_00574,Paid Search,Search - Brand,Paid Search,2025-04-28,MQL,100-999,Mid-Market
LEAD_002701,ACC_00677,Paid Social,LinkedIn Demand Gen,Paid Social,2024-09-02,Converted,1000+,Enterprise
LEAD_002702,ACC_00276,Paid Social,LinkedIn Demand Gen,Paid Social,2025-03-20,MQL,1-99,SMB
LEAD_002703,ACC_00376,Paid Social,LinkedIn ABM,Paid Social,2024-09-17,MQL,1-99,SMB
LEAD_002704,ACC_00747,Partner,Cloud Partner,Partner,2025-04-19,Lead,1-99,SMB
LEAD_002705,ACC_00335,Referral,Customer Referral,Referral,2024-07-05,Lead,1-99,SMB
LEAD_002706,ACC_00912,Paid Search,Search - Competitor,Paid Search,2025-08-07,MQL,1000+,Enterprise
LEAD_002707,ACC_00573,Paid Social,LinkedIn ABM,Paid Social,2025-02-21,Lead,100-999,Mid-Market
LEAD_002708,ACC_01164,Organic,Product Blog,Organic,2025-06-03,Lead,1-99,SMB
LEAD_002709,ACC_00286,Events,Webinar,Events,2024-06-11,MQL,1-99,SMB
LEAD_002710,ACC_01012,Paid Search,Search - Brand,Paid Search,2025-08-01,MQL,100-999,Mid-Market
LEAD_002711,ACC_00589,Paid Search,Search - Competitor,Paid Search,2025-08-09,Lead,1-99,SMB
LEAD_002712,ACC_00104,Referral,Customer Referral,Referral,2024-04-16,MQL,1000+,Enterprise
LEAD_002713,ACC_00847,Partner,Reseller,Partner,2024-09-12,Converted,1-99,SMB
LEAD_002714,ACC_00254,Organic,SEO,Organic,2025-05-10,Lead,1-99,SMB
LEAD_002715,ACC_00167,Paid Search,Search - Competitor,Paid Search,2025-09-30,MQL,1000+,Enterprise
LEAD_002716,ACC_00639,Paid Search,Search - Nonbrand,Paid Search,2025-06-22,Lead,100-999,Mid-Market
LEAD_002717,ACC_00944,Referral,Employee Referral,Referral,2024-12-10,MQL,1-99,SMB
LEAD_002718,ACC_00310,Paid Social,LinkedIn Demand Gen,Paid Social,2024-08-07,SQL,1-99,SMB
LEAD_002719,ACC_00748,Paid Search,Search - Nonbrand,Paid Search,2025-10-27,Lead,1-99,SMB
LEAD_002720,ACC_00018,Partner,Technology Partner,Partner,2025-10-01,Lead,1-99,SMB
LEAD_002721,ACC_00222,Paid Social,Paid Social Retargeting,Paid Social,2025-10-17,SQL,100-999,Mid-Market
LEAD_002722,ACC_00906,Organic,Content Hub,Organic,2024-08-10,Lead,100-999,Mid-Market
LEAD_002723,ACC_00016,Events,Webinar,Events,2024-11-15,SQL,1-99,SMB
LEAD_002724,ACC_00430,Organic,Content Hub,Organic,2024-06-27,MQL,100-999,Mid-Market
