account_id,account_name,company_size,segment,industry,sales_region,revenue_model,account_created_at,account_status
ACC_00792,Cobalt Group 0792,1-99,SMB,Professional Services,APAC,Subscription,2025-05-13,Customer
ACC_00793,Northstar Systems 0793,1-99,SMB,Professional Services,EMEA,Transactional,2025-05-05,Customer
ACC_00794,Apex Labs 0794,1-99,SMB,Retail,North America,Advertising,2024-05-20,Prospect
ACC_00795,Vertex Technologies 0795,1-99,SMB,Financial Services,EMEA,Advertising,2025-06-24,Prospect
ACC_00796,Vertex Networks 0796,1-99,SMB,Financial Services,EMEA,Advertising,2024-05-08,Churned
ACC_00797,BluePeak Networks 0797,1-99,SMB,Professional Services,LATAM,Transactional,2024-06-13,Prospect
ACC_00798,Atlas Partners 0798,1-99,SMB,Financial Services,North America,Subscription,2025-08-16,Prospect
ACC_00799,Cobalt Group 0799,100-999,Mid-Market,Software,EMEA,Advertising,2025-12-16,Churned
ACC_00800,Northstar Labs 0800,100-999,Mid-Market,Retail,North America,Subscription,2024-07-12,Churned
ACC_00801,Vertex Systems 0801,100-999,Mid-Market,Retail,North America,Subscription,2025-11-04,Prospect
ACC_00802,Summit Labs 0802,1-99,SMB,Healthcare,North America,Transactional,2025-10-29,Customer
ACC_00803,Northstar Group 0803,1000+,Enterprise,Retail,APAC,Advertising,2025-07-16,Customer
ACC_00804,BluePeak Labs 0804,100-999,Mid-Market,Professional Services,LATAM,Subscription,2024-04-12,Customer
ACC_00805,Summit Systems 0805,1-99,SMB,Healthcare,North America,Usage-Based,2024-08-06,Prospect
ACC_00806,Northstar Labs 0806,1-99,SMB,Professional Services,EMEA,Transactional,2025-05-10,Prospect
ACC_00807,Atlas Networks 0807,100-999,Mid-Market,Retail,North America,Advertising,2025-12-31,Customer
ACC_00808,Nova Networks 0808,1-99,SMB,Healthcare,EMEA,Enterprise Services,2025-08-18,Prospect
ACC_00809,Cobalt Solutions 0809,100-999,Mid-Market,Retail,North America,Subscription,2024-11-03,Customer
ACC_00810,Summit Partners 0810,1000+,Enterprise,Media,EMEA,Transactional,2024-06-20,Prospect
ACC_00811,Harbor Technologies 0811,1-99,SMB,Media,North America,Subscription,2025-12-03,Customer
ACC_00812,Apex Systems 0812,1-99,SMB,Financial Services,EMEA,Subscription,2024-07-20,Customer
ACC_00813,Apex Technologies 0813,1000+,Enterprise,Professional Services,North America,Subscription,2024-09-07,Customer
ACC_00814,Summit Systems 0814,100-999,Mid-Market,Professional Services,EMEA,Subscription,2025-12-06,Customer
ACC_00815,Nova Technologies 0815,1-99,SMB,Professional Services,EMEA,Advertising,2025-02-14,Prospect
ACC_00816,Pioneer Group 0816,1000+,Enterprise,Financial Services,North America,Subscription,2024-07-12,Customer
ACC_00817,Harbor Group 0817,1000+,Enterprise,Media,North America,Advertising,2024-01-04,Prospect
ACC_00818,Northstar Labs 0818,100-999,Mid-Market,Software,APAC,Subscription,2024-11-10,Customer
ACC_00819,Vertex Networks 0819,100-999,Mid-Market,Software,EMEA,Subscription,2025-12-21,Customer
ACC_00820,Apex Partners 0820,1-99,SMB,Professional Services,North America,Enterprise Services,2024-11-12,Customer
ACC_00821,Cobalt Partners 0821,1-99,SMB,Software,North America,Transactional,2025-05-26,Customer
ACC_00822,Atlas Networks 0822,100-999,Mid-Market,Professional Services,North America,Enterprise Services,2024-07-03,Churned
ACC_00823,Vertex Technologies 0823,1-99,SMB,Retail,EMEA,Advertising,2025-07-20,Prospect
ACC_00824,BluePeak Systems 0824,100-999,Mid-Market,Financial Services,EMEA,Subscription,2025-07-21,Churned
ACC_00825,BluePeak Partners 0825,1000+,Enterprise,Software,North America,Advertising,2025-03-20,Customer
ACC_00826,Pioneer Technologies 0826,1-99,SMB,Media,EMEA,Advertising,2025-07-18,Customer
ACC_00827,Summit Labs 0827,100-999,Mid-Market,Media,EMEA,Subscription,2025-02-27,Customer
ACC_00828,Vertex Group 0828,1-99,SMB,Retail,APAC,Usage-Based,2024-10-03,Prospect
ACC_00829,Apex Solutions 0829,1000+,Enterprise,Media,North America,Advertising,2025-06-23,Prospect
ACC_00830,Cobalt Networks 0830,1-99,SMB,Financial Services,North America,Transactional,2025-09-02,Prospect
ACC_00831,Cobalt Technologies 0831,100-999,Mid-Market,Healthcare,North America,Advertising,2025-09-06,Prospect
ACC_00832,Atlas Networks 0832,100-999,Mid-Market,Financial Services,North America,Advertising,2024-06-04,Customer
ACC_00833,Nova Group 0833,1-99,SMB,Healthcare,North America,Subscription,2025-05-09,Customer
ACC_00834,BluePeak Technologies 0834,100-999,Mid-Market,Software,North America,Enterprise Services,2024-01-04,Customer
ACC_00835,Summit Group 0835,100-999,Mid-Market,Retail,North America,Subscription,2025-02-22,Customer
ACC_00836,Northstar Technologies 0836,100-999,Mid-Market,Healthcare,EMEA,Subscription,2025-02-21,Customer
ACC_00837,Nova Networks 0837,100-999,Mid-Market,Healthcare,North America,Subscription,2024-09-22,Customer
ACC_00838,Harbor Systems 0838,1000+,Enterprise,Retail,EMEA,Advertising,2025-12-27,Prospect
ACC_00839,Nova Partners 0839,1-99,SMB,Healthcare,North America,Enterprise Services,2025-10-07,Customer
ACC_00840,Atlas Labs 0840,100-999,Mid-Market,Healthcare,EMEA,Usage-Based,2024-01-29,Prospect
ACC_00841,Pioneer Networks 0841,1-99,SMB,Financial Services,North America,Transactional,2024-06-01,Customer
ACC_00842,Apex Networks 0842,100-999,Mid-Market,Financial Services,APAC,Enterprise Services,2024-06-01,Customer
ACC_00843,BluePeak Networks 0843,100-999,Mid-Market,Healthcare,APAC,Transactional,2025-10-18,Customer
ACC_00844,Northstar Networks 0844,1-99,SMB,Professional Services,North America,Subscription,2025-01-14,Customer
ACC_00845,Northstar Solutions 0845,1-99,SMB,Media,EMEA,Advertising,2025-06-16,Prospect
ACC_00846,Apex Technologies 0846,1000+,Enterprise,Healthcare,North America,Subscription,2025-08-15,Customer
ACC_00847,Pioneer Partners 0847,1-99,SMB,Professional Services,EMEA,Subscription,2025-07-15,Customer
ACC_00848,Cobalt Networks 0848,100-999,Mid-Market,Professional Services,North America,Subscription,2024-03-06,Customer
ACC_00849,BluePeak Labs 0849,1-99,SMB,Healthcare,North America,Subscription,2024-04-12,Customer
ACC_00850,Northstar Labs 0850,1000+,Enterprise,Software,North America,Enterprise Services,2024-10-15,Customer
ACC_00851,BluePeak Group 0851,1-99,SMB,Healthcare,APAC,Enterprise Services,2024-09-04,Churned
ACC_00852,BluePeak Labs 0852,1-99,SMB,Healthcare,North America,Subscription,2025-06-30,Customer
ACC_00853,Harbor Group 0853,1000+,Enterprise,Financial Services,EMEA,Transactional,2024-04-24,Customer
ACC_00854,Apex Group 0854,1000+,Enterprise,Professional Services,North America,Subscription,2024-09-28,Customer
ACC_00855,Atlas Networks 0855,1-99,SMB,Professional Services,North America,Subscription,2024-06-21,Customer
ACC_00856,Summit Labs 0856,1-99,SMB,Financial Services,North America,Subscription,2024-05-18,Churned
ACC_00857,Pioneer Partners 0857,100-999,Mid-Market,Retail,LATAM,Subscription,2024-05-06,Prospect
ACC_00858,Vertex Technologies 0858,1000+,Enterprise,Financial Services,APAC,Subscription,2024-05-22,Customer
ACC_00859,Cobalt Networks 0859,1-99,SMB,Financial Services,North America,Subscription,2025-02-16,Prospect
ACC_00860,Atlas Systems 0860,100-999,Mid-Market,Financial Services,EMEA,Subscription,2024-10-26,Prospect
ACC_00861,Northstar Technologies 0861,100-999,Mid-Market,Retail,North America,Subscription,2024-11-14,Customer
ACC_00862,Apex Systems 0862,100-999,Mid-Market,Financial Services,North America,Usage-Based,2024-12-16,Prospect
ACC_00863,Apex Networks 0863,100-999,Mid-Market,Software,North America,Subscription,2025-06-25,Prospect
ACC_00864,Northstar Group 0864,100-999,Mid-Market,Retail,North America,Subscription,2025-09-21,Prospect
ACC_00865,Summit Solutions 0865,1-99,SMB,Healthcare,North America,Advertising,2025-01-19,Customer
ACC_00866,BluePeak Group 0866,1000+,Enterprise,Financial Services,EMEA,Subscription,2025-04-14,Customer
ACC_00867,Summit Technologies 0867,1000+,Enterprise,Healthcare,North America,Advertising,2025-06-23,Customer
ACC_00868,Northstar Labs 0868,100-999,Mid-Market,Financial Services,APAC,Subscription,2025-05-19,Prospect
ACC_00869,Vertex Networks 0869,1-99,SMB,Media,EMEA,Transactional,2024-04-08,Customer
ACC_00870,Cobalt Technologies 0870,1-99,SMB,Healthcare,APAC,Advertising,2025-12-19,Customer
ACC_00871,Vertex Group 0871,100-999,Mid-Market,Professional Services,EMEA,Transactional,2024-04-30,Customer
ACC_00872,Apex Labs 0872,1-99,SMB,Software,APAC,Advertising,2024-10-28,Customer
ACC_00873,Vertex Systems 0873,1000+,Enterprise,Professional Services,North America,Subscription,2025-04-22,Prospect
ACC_00874,Apex Systems 0874,1-99,SMB,Retail,North America,Subscription,2024-10-21,Customer
ACC_00875,BluePeak Solutions 0875,100-999,Mid-Market,Software,North America,Subscription,2024-06-26,Customer
ACC_00876,Cobalt Group 0876,1000+,Enterprise,Media,LATAM,Advertising,2025-11-05,Customer
ACC_00877,Summit Systems 0877,1-99,SMB,Financial Services,North America,Subscription,2024-02-22,Customer
ACC_00878,Vertex Solutions 0878,1-99,SMB,Financial Services,EMEA,Subscription,2024-06-28,Customer
ACC_00879,Vertex Systems 0879,100-999,Mid-Market,Professional Services,APAC,Transactional,2025-12-26,Customer
ACC_00880,Apex Group 0880,100-999,Mid-Market,Financial Services,North America,Subscription,2025-06-17,Prospect
ACC_00881,Pioneer Partners 0881,1-99,SMB,Healthcare,APAC,Subscription,2024-03-04,Customer
ACC_00882,BluePeak Solutions 0882,100-999,Mid-Market,Financial Services,North America,Transactional,2025-07-05,Customer
ACC_00883,Atlas Networks 0883,1000+,Enterprise,Software,North America,Subscription,2025-12-09,Prospect
ACC_00884,Apex Technologies 0884,1-99,SMB,Software,EMEA,Usage-Based,2024-03-12,Customer
ACC_00885,Summit Solutions 0885,1-99,SMB,Software,North America,Enterprise Services,2024-10-29,Prospect
ACC_00886,Summit Systems 0886,1-99,SMB,Retail,North America,Enterprise Services,2024-12-08,Customer
ACC_00887,BluePeak Solutions 0887,1-99,SMB,Retail,North America,Subscription,2024-04-05,Prospect
ACC_00888,Northstar Partners 0888,1-99,SMB,Software,North America,Subscription,2024-05-26,Customer
ACC_00889,Apex Solutions 0889,1-99,SMB,Retail,APAC,Advertising,2024-05-07,Prospect
ACC_00890,Atlas Labs 0890,100-999,Mid-Market,Financial Services,APAC,Advertising,2024-05-15,Customer
ACC_00891,BluePeak Systems 0891,1-99,SMB,Healthcare,North America,Advertising,2024-10-21,Churned
ACC_00892,Apex Networks 0892,1000+,Enterprise,Professional Services,North America,Subscription,2024-12-05,Prospect
ACC_00893,Atlas Technologies 0893,1-99,SMB,Media,North America,Subscription,2024-06-22,Customer
ACC_00894,Nova Technologies 0894,1-99,SMB,Professional Services,APAC,Subscription,2024-07-30,Churned
ACC_00895,Apex Solutions 0895,100-999,Mid-Market,Financial Services,EMEA,Subscription,2024-05-20,Customer
ACC_00896,Harbor Networks 0896,1000+,Enterprise,Financial Services,North America,Subscription,2025-08-04,Prospect
ACC_00897,Nova Group 0897,1-99,SMB,Media,North America,Enterprise Services,2024-06-03,Customer
ACC_00898,Northstar Group 0898,1-99,SMB,Financial Services,LATAM,Subscription,2025-10-25,Prospect
ACC_00899,Apex Systems 0899,1-99,SMB,Professional Services,APAC,Advertising,2025-01-28,Prospect
ACC_00900,BluePeak Labs 0900,100-999,Mid-Market,Retail,North America,Enterprise Services,2025-08-09,Customer
ACC_00901,Atlas Labs 0901,1-99,SMB,Financial Services,APAC,Subscription,2025-04-10,Customer
ACC_00902,Nova Partners 0902,1-99,SMB,Professional Services,North America,Advertising,2024-07-13,Customer
ACC_00903,Nova Networks 0903,1-99,SMB,Healthcare,North America,Transactional,2025-03-15,Prospect
ACC_00904,Summit Technologies 0904,100-999,Mid-Market,Media,APAC,Subscription,2024-07-19,Customer
ACC_00905,Vertex Group 0905,1000+,Enterprise,Retail,North America,Subscription,2024-03-27,Customer
ACC_00906,BluePeak Networks 0906,100-999,Mid-Market,Software,North America,Usage-Based,2024-07-05,Customer
ACC_00907,Northstar Partners 0907,100-999,Mid-Market,Media,LATAM,Transactional,2024-07-20,Customer
ACC_00908,Atlas Solutions 0908,1-99,SMB,Software,APAC,Usage-Based,2024-04-08,Prospect
ACC_00909,BluePeak Technologies 0909,1-99,SMB,Healthcare,North America,Enterprise Services,2024-01-18,Prospect
ACC_00910,Cobalt Partners 0910,1-99,SMB,Retail,EMEA,Subscription,2025-11-20,Customer
ACC_00911,Vertex Technologies 0911,100-999,Mid-Market,Media,APAC,Transactional,2025-01-10,Churned
ACC_00912,Northstar Technologies 0912,1000+,Enterprise,Professional Services,EMEA,Advertising,2024-10-20,Prospect
ACC_00913,Apex Solutions 0913,1000+,Enterprise,Retail,LATAM,Transactional,2025-11-10,Prospect
ACC_00914,Summit Group 0914,1000+,Enterprise,Professional Services,EMEA,Transactional,2024-06-13,Prospect
ACC_00915,BluePeak Group 0915,1000+,Enterprise,Software,North America,Transactional,2024-10-21,Customer
ACC_00916,Vertex Group 0916,1000+,Enterprise,Software,North America,Usage-Based,2025-09-10,Prospect
ACC_00917,Atlas Technologies 0917,1-99,SMB,Professional Services,APAC,Subscription,2025-04-07,Customer
ACC_00918,Harbor Technologies 0918,1-99,SMB,Healthcare,LATAM,Transactional,2024-10-18,Churned
ACC_00919,Pioneer Networks 0919,1-99,SMB,Retail,North America,Subscription,2024-07-06,Prospect
ACC_00920,Nova Technologies 0920,100-999,Mid-Market,Software,North America,Advertising,2024-01-26,Customer
ACC_00921,Atlas Labs 0921,1-99,SMB,Financial Services,APAC,Transactional,2024-03-03,Customer
ACC_00922,Apex Solutions 0922,1000+,Enterprise,Media,North America,Transactional,2024-04-28,Customer
ACC_00923,Vertex Group 0923,100-999,Mid-Market,Media,North America,Subscription,2025-07-29,Prospect
ACC_00924,Summit Solutions 0924,100-999,Mid-Market,Professional Services,APAC,Advertising,2025-04-12,Prospect
ACC_00925,Northstar Labs 0925,1-99,SMB,Retail,APAC,Subscription,2024-11-12,Prospect
ACC_00926,Pioneer Technologies 0926,1-99,SMB,Retail,APAC,Subscription,2025-07-26,Customer
ACC_00927,Summit Technologies 0927,1-99,SMB,Software,EMEA,Subscription,2024-04-27,Customer
ACC_00928,Nova Partners 0928,1000+,Enterprise,Software,North America,Usage-Based,2024-06-03,Prospect
ACC_00929,Northstar Systems 0929,100-999,Mid-Market,Retail,LATAM,Subscription,2024-10-14,Prospect
ACC_00930,Northstar Solutions 0930,100-999,Mid-Market,Healthcare,North America,Enterprise Services,2025-11-01,Customer
ACC_00931,Cobalt Technologies 0931,1-99,SMB,Software,North America,Subscription,2025-03-25,Prospect
ACC_00932,Nova Networks 0932,1-99,SMB,Retail,APAC,Transactional,2025-09-14,Prospect
ACC_00933,Summit Technologies 0933,1-99,SMB,Healthcare,EMEA,Advertising,2024-06-30,Customer
ACC_00934,Nova Systems 0934,100-999,Mid-Market,Media,APAC,Transactional,2025-09-12,Prospect
ACC_00935,Cobalt Technologies 0935,100-999,Mid-Market,Professional Services,North America,Transactional,2024-02-22,Prospect
ACC_00936,Northstar Labs 0936,1-99,SMB,Retail,LATAM,Transactional,2024-06-15,Customer
ACC_00937,Atlas Group 0937,1000+,Enterprise,Retail,EMEA,Usage-Based,2025-01-17,Prospect
ACC_00938,Summit Networks 0938,1-99,SMB,Professional Services,EMEA,Advertising,2024-02-06,Customer
ACC_00939,Atlas Technologies 0939,1000+,Enterprise,Media,LATAM,Subscription,2025-09-19,Customer
ACC_00940,Nova Systems 0940,1-99,SMB,Financial Services,North America,Subscription,2025-09-26,Customer
ACC_00941,Pioneer Systems 0941,1-99,SMB,Media,EMEA,Transactional,2025-01-30,Prospect
ACC_00942,Harbor Labs 0942,1000+,Enterprise,Software,EMEA,Advertising,2024-08-11,Customer
ACC_00943,Apex Labs 0943,1-99,SMB,Retail,APAC,Advertising,2024-03-13,Prospect
ACC_00944,Pioneer Networks 0944,1-99,SMB,Financial Services,APAC,Advertising,2025-03-28,Customer
ACC_00945,Apex Labs 0945,1-99,SMB,Professional Services,EMEA,Subscription,2025-01-28,Prospect
ACC_00946,Summit Solutions 0946,1-99,SMB,Software,North America,Transactional,2025-07-09,Customer
ACC_00947,Pioneer Labs 0947,100-999,Mid-Market,Professional Services,North America,Transactional,2025-03-16,Prospect
ACC_00948,Nova Systems 0948,1000+,Enterprise,Financial Services,LATAM,Transactional,2024-04-03,Prospect
ACC_00949,Apex Solutions 0949,1000+,Enterprise,Software,LATAM,Transactional,2024-03-30,Customer
ACC_00950,Apex Group 0950,1-99,SMB,Healthcare,LATAM,Usage-Based,2025-07-24,Prospect
ACC_00951,Vertex Group 0951,100-999,Mid-Market,Media,North America,Advertising,2024-04-26,Prospect
ACC_00952,Pioneer Solutions 0952,1-99,SMB,Software,North America,Enterprise Services,2025-11-17,Customer
ACC_00953,Cobalt Solutions 0953,1-99,SMB,Software,APAC,Subscription,2024-03-18,Customer
ACC_00954,Nova Partners 0954,1-99,SMB,Software,APAC,Advertising,2025-06-16,Prospect
ACC_00955,Vertex Systems 0955,1000+,Enterprise,Retail,North America,Transactional,2025-12-13,Customer
ACC_00956,Northstar Networks 0956,1000+,Enterprise,Software,EMEA,Subscription,2024-11-18,Customer
ACC_00957,Summit Solutions 0957,100-999,Mid-Market,Media,North America,Subscription,2024-02-11,Customer
ACC_00958,Vertex Solutions 0958,100-999,Mid-Market,Software,North America,Advertising,2025-10-02,Customer
ACC_00959,Cobalt Systems 0959,100-999,Mid-Market,Media,North America,Subscription,2024-05-16,Customer
ACC_00960,Northstar Group 0960,100-999,Mid-Market,Professional Services,North America,Usage-Based,2025-01-20,Customer
ACC_00961,Pioneer Group 0961,100-999,Mid-Market,Media,North America,Subscription,2025-12-20,Customer
ACC_00962,BluePeak Systems 0962,1-99,SMB,Professional Services,LATAM,Subscription,2025-06-28,Churned
ACC_00963,Vertex Networks 0963,1-99,SMB,Professional Services,EMEA,Advertising,2024-02-03,Prospect
ACC_00964,Harbor Labs 0964,1-99,SMB,Software,LATAM,Subscription,2025-08-22,Prospect
ACC_00965,Harbor Group 0965,1000+,Enterprise,Retail,North America,Subscription,2024-04-27,Prospect
ACC_00966,Pioneer Systems 0966,100-999,Mid-Market,Media,North America,Advertising,2025-07-01,Churned
ACC_00967,Atlas Technologies 0967,1000+,Enterprise,Retail,North America,Advertising,2025-03-29,Customer
ACC_00968,Cobalt Labs 0968,1-99,SMB,Media,EMEA,Subscription,2024-07-29,Customer
ACC_00969,Vertex Technologies 0969,100-999,Mid-Market,Media,North America,Advertising,2024-11-05,Customer
ACC_00970,Northstar Labs 0970,1-99,SMB,Professional Services,EMEA,Advertising,2024-03-27,Churned
ACC_00971,Cobalt Solutions 0971,1-99,SMB,Financial Services,APAC,Transactional,2025-12-22,Prospect
ACC_00972,BluePeak Labs 0972,1-99,SMB,Retail,APAC,Subscription,2024-06-23,Customer
ACC_00973,Harbor Technologies 0973,1-99,SMB,Software,North America,Subscription,2024-08-13,Customer
ACC_00974,Nova Labs 0974,1000+,Enterprise,Financial Services,North America,Enterprise Services,2025-01-02,Prospect
ACC_00975,BluePeak Systems 0975,1-99,SMB,Financial Services,North America,Advertising,2025-05-06,Customer
ACC_00976,Cobalt Labs 0976,100-999,Mid-Market,Retail,North America,Subscription,2025-01-04,Prospect
ACC_00977,Harbor Systems 0977,1-99,SMB,Retail,EMEA,Usage-Based,2025-01-04,Customer
ACC_00978,Cobalt Systems 0978,1-99,SMB,Professional Services,North America,Subscription,2025-03-01,Customer
ACC_00979,Cobalt Technologies 0979,100-999,Mid-Market,Media,EMEA,Transactional,2025-09-18,Prospect
ACC_00980,Harbor Networks 0980,1-99,SMB,Media,North America,Transactional,2024-10-15,Prospect
ACC_00981,Pioneer Systems 0981,1000+,Enterprise,Software,LATAM,Enterprise Services,2025-08-31,Prospect
ACC_00982,BluePeak Technologies 0982,100-999,Mid-Market,Retail,LATAM,Enterprise Services,2025-07-29,Prospect
ACC_00983,Northstar Networks 0983,100-999,Mid-Market,Media,North America,Subscription,2025-12-03,Customer
ACC_00984,Summit Labs 0984,1-99,SMB,Financial Services,APAC,Transactional,2025-10-29,Prospect
ACC_00985,Northstar Group 0985,1-99,SMB,Retail,North America,Subscription,2025-08-06,Prospect
ACC_00986,Summit Systems 0986,1000+,Enterprise,Media,EMEA,Advertising,2024-06-29,Customer
ACC_00987,Atlas Labs 0987,1-99,SMB,Media,APAC,Advertising,2025-07-20,Customer
ACC_00988,Vertex Technologies 0988,1-99,SMB,Professional Services,APAC,Subscription,2025-06-22,Customer
ACC_00989,Northstar Solutions 0989,1-99,SMB,Retail,APAC,Subscription,2024-07-30,Churned
ACC_00990,Atlas Solutions 0990,100-999,Mid-Market,Retail,North America,Subscription,2025-05-10,Prospect
ACC_00991,Apex Solutions 0991,100-999,Mid-Market,Retail,APAC,Subscription,2024-07-03,Customer
ACC_00992,BluePeak Group 0992,100-999,Mid-Market,Media,EMEA,Subscription,2025-01-17,Prospect
ACC_00993,Nova Systems 0993,100-999,Mid-Market,Retail,North America,Usage-Based,2025-08-05,Customer
ACC_00994,Apex Group 0994,1-99,SMB,Retail,North America,Advertising,2024-05-17,Churned
ACC_00995,Northstar Labs 0995,1000+,Enterprise,Financial Services,APAC,Transactional,2024-09-03,Customer
ACC_00996,Summit Systems 0996,1-99,SMB,Retail,EMEA,Usage-Based,2025-08-04,Customer
ACC_00997,Cobalt Systems 0997,100-999,Mid-Market,Financial Services,North America,Transactional,2024-11-27,Customer
ACC_00998,Apex Technologies 0998,1-99,SMB,Healthcare,LATAM,Subscription,2025-12-03,Prospect
ACC_00999,Nova Group 0999,1000+,Enterprise,Professional Services,EMEA,Usage-Based,2024-01-06,Customer
ACC_01000,Vertex Labs 1000,1-99,SMB,Media,North America,Transactional,2025-06-11,Customer
ACC_01001,Cobalt Partners 1001,1-99,SMB,Retail,North America,Transactional,2025-08-18,Churned
ACC_01002,Summit Group 1002,1-99,SMB,Professional Services,EMEA,Usage-Based,2025-11-01,Customer
ACC_01003,Harbor Partners 1003,1-99,SMB,Professional Services,APAC,Advertising,2024-04-24,Prospect
ACC_01004,Atlas Labs 1004,1-99,SMB,Retail,EMEA,Advertising,2025-12-20,Customer
ACC_01005,Pioneer Technologies 1005,100-999,Mid-Market,Media,North America,Usage-Based,2024-10-13,Prospect
ACC_01006,BluePeak Labs 1006,1-99,SMB,Retail,EMEA,Subscription,2024-09-14,Prospect
ACC_01007,Northstar Technologies 1007,1000+,Enterprise,Professional Services,EMEA,Usage-Based,2024-09-16,Prospect
ACC_01008,Nova Labs 1008,1-99,SMB,Retail,APAC,Subscription,2025-04-11,Customer
ACC_01009,Atlas Labs 1009,100-999,Mid-Market,Financial Services,North America,Subscription,2025-04-26,Prospect
ACC_01010,Summit Networks 1010,1-99,SMB,Software,APAC,Advertising,2024-12-12,Prospect
ACC_01011,Summit Labs 1011,100-999,Mid-Market,Professional Services,North America,Subscription,2024-02-21,Prospect
ACC_01012,Harbor Labs 1012,100-999,Mid-Market,Financial Services,North America,Enterprise Services,2025-12-22,Customer
ACC_01013,Vertex Solutions 1013,1-99,SMB,Media,EMEA,Subscription,2024-06-11,Customer
ACC_01014,BluePeak Systems 1014,1000+,Enterprise,Software,EMEA,Transactional,2024-03-09,Prospect
ACC_01015,Atlas Technologies 1015,1-99,SMB,Healthcare,North America,Subscription,2025-03-12,Prospect
ACC_01016,Summit Technologies 1016,1-99,SMB,Retail,APAC,Enterprise Services,2024-10-28,Customer
ACC_01017,Cobalt Labs 1017,100-999,Mid-Market,Retail,North America,Subscription,2025-03-25,Prospect
ACC_01018,Apex Technologies 1018,1000+,Enterprise,Financial Services,North America,Subscription,2025-10-02,Customer
ACC_01019,Harbor Systems 1019,1-99,SMB,Software,North America,Subscription,2024-03-12,Customer
ACC_01020,Pioneer Partners 1020,1-99,SMB,Retail,North America,Advertising,2024-07-26,Churned
ACC_01021,Apex Labs 1021,1000+,Enterprise,Retail,EMEA,Enterprise Services,2025-01-12,Prospect
ACC_01022,Harbor Labs 1022,100-999,Mid-Market,Media,APAC,Enterprise Services,2025-07-29,Customer
ACC_01023,Atlas Group 1023,1000+,Enterprise,Retail,EMEA,Subscription,2025-03-15,Prospect
ACC_01024,Atlas Solutions 1024,100-999,Mid-Market,Financial Services,North America,Advertising,2024-10-06,Churned
ACC_01025,Nova Partners 1025,100-999,Mid-Market,Financial Services,North America,Subscription,2025-03-21,Churned
ACC_01026,Summit Solutions 1026,1-99,SMB,Healthcare,North America,Advertising,2025-12-17,Customer
ACC_01027,Atlas Networks 1027,1000+,Enterprise,Retail,EMEA,Advertising,2024-12-16,Customer
ACC_01028,Cobalt Networks 1028,1-99,SMB,Professional Services,North America,Subscription,2025-10-07,Prospect
ACC_01029,Cobalt Technologies 1029,100-999,Mid-Market,Retail,North America,Advertising,2025-07-24,Customer
ACC_01030,Cobalt Solutions 1030,1-99,SMB,Healthcare,APAC,Usage-Based,2024-08-08,Customer
ACC_01031,Pioneer Technologies 1031,100-999,Mid-Market,Software,EMEA,Subscription,2024-07-01,Prospect
ACC_01032,Vertex Group 1032,100-999,Mid-Market,Financial Services,North America,Subscription,2025-07-17,Customer
ACC_01033,Nova Networks 1033,100-999,Mid-Market,Professional Services,North America,Subscription,2024-05-31,Customer
ACC_01034,Summit Technologies 1034,1000+,Enterprise,Retail,EMEA,Subscription,2024-09-03,Customer
ACC_01035,Apex Systems 1035,1-99,SMB,Retail,North America,Subscription,2024-06-21,Customer
ACC_01036,Northstar Group 1036,100-999,Mid-Market,Healthcare,North America,Advertising,2025-03-19,Customer
ACC_01037,Cobalt Group 1037,1-99,SMB,Software,APAC,Subscription,2024-08-03,Customer
ACC_01038,Apex Partners 1038,1-99,SMB,Healthcare,North America,Transactional,2025-04-26,Prospect
ACC_01039,BluePeak Group 1039,1-99,SMB,Retail,North America,Usage-Based,2025-11-14,Prospect
ACC_01040,Northstar Partners 1040,1-99,SMB,Software,North America,Enterprise Services,2025-08-29,Prospect
ACC_01041,Apex Technologies 1041,1-99,SMB,Retail,North America,Transactional,2025-11-23,Customer
ACC_01042,BluePeak Partners 1042,100-999,Mid-Market,Retail,North America,Subscription,2024-01-18,Customer
ACC_01043,Cobalt Systems 1043,100-999,Mid-Market,Financial Services,North America,Subscription,2024-11-28,Customer
ACC_01044,Cobalt Solutions 1044,100-999,Mid-Market,Healthcare,EMEA,Subscription,2024-06-09,Prospect
ACC_01045,Nova Technologies 1045,1-99,SMB,Media,North America,Enterprise Services,2025-11-01,Prospect
ACC_01046,BluePeak Labs 1046,1-99,SMB,Financial Services,APAC,Enterprise Services,2025-06-04,Customer
ACC_01047,Cobalt Labs 1047,1-99,SMB,Professional Services,LATAM,Subscription,2024-08-22,Prospect
ACC_01048,Pioneer Labs 1048,100-999,Mid-Market,Healthcare,North America,Subscription,2025-02-15,Prospect
ACC_01049,Pioneer Group 1049,1000+,Enterprise,Media,North America,Advertising,2025-03-18,Customer
ACC_01050,Northstar Partners 1050,1-99,SMB,Software,APAC,Subscription,2024-12-28,Prospect
ACC_01051,Atlas Solutions 1051,100-999,Mid-Market,Media,LATAM,Enterprise Services,2024-12-12,Prospect
ACC_01052,Vertex Networks 1052,1-99,SMB,Retail,APAC,Subscription,2024-02-10,Customer
ACC_01053,Vertex Technologies 1053,1-99,SMB,Media,North America,Subscription,2024-11-26,Customer
ACC_01054,Atlas Technologies 1054,1-99,SMB,Media,North America,Subscription,2024-09-11,Prospect
ACC_01055,Cobalt Partners 1055,1-99,SMB,Financial Services,North America,Subscription,2025-08-21,Customer
